movie_id,occurrence_id,exact_word,surrounding_text,linguistic_context,timestamp,won_oscar
7,97,fuck,"What the fuck are you waitin' for to stop the fight, ya jerk?!",insult,"01:11:04,890",False
7,98,Fuckin,"- Fuckin' go down, will ya? - The referee stops this bout",general_expletive,"01:11:09,930",False
7,99,fuck,"- What the fuck is so hard about that? - Hey, you don't understand.",insult,"01:12:38,550",False
7,100,fuckin,You don't have to fuckin' pick him up and help him.,insult,"01:12:50,860",False
7,101,fuck,"I'm not tellin' her... personally, I don't give a fuck what she eats.",insult,"01:15:12,500",False
7,102,fuckin,Shut up! I'll fuckin' take care of you later!,insult,"01:17:55,730",False
7,103,fuckin,"Hit the fuckin' thing, come on!",general_expletive,"01:18:26,360",False
7,104,fuckin,"Blow on him, he'll fuckin' fall right over for ya.",insult,"01:20:57,720",False
7,105,fuck,- Did Salvy fuck Vickie? - What?,exclamation_shock,"01:25:08,570",False
7,106,fuck,Did Salvy fuck Vickie?,general_expletive,"01:25:11,070",False
7,107,fuck,"You're killin' yourself, the way you eat, ya fat fuck!",insult,"01:26:20,900",False
7,108,fuckin,"Me, kill me! Start here! Kill me first, do me a fuckin' favor!",general_expletive,"01:26:27,850",False
7,109,fuckin,"She really did some job on ya, ya know how fuckin' nuts you are?",insult,"01:26:58,740",False
7,110,fuck,- Look what she did to you! - You fuck my wife?,insult,"01:27:01,750",False
7,111,fuck,- What?! - You fuck my wife?,insult,"01:27:04,420",False
7,112,fuck,"That's a sick question, you're a sick fuck,",insult,"01:27:56,630",False
7,113,fuckin,Try a little more fuckin' and a little less eatin'.,general_expletive,"01:28:09,710",False
7,114,fuckin,"Ya understand, ya fuckin' wacko? You're crackin' up.",insult,"01:28:16,920",False
7,115,Fuckin,"Fuckin' screwball, ya.",general_expletive,"01:28:21,860",False
7,116,fuck,Why didn't you tell me? Did you fuck my brother?,insult,"01:29:42,970",False
7,117,fuck,I just wanna ask you one thing. Why'd you fuck Joey?,insult,"01:30:02,090",False
7,118,fuck,- Why did you fuck them? - Do what? I didn't do anything?!,insult,"01:30:16,840",False
7,119,fucked,I fucked all of 'em!,general_expletive,"01:30:19,910",False
7,120,fuck,"- What do you want me to say? - What do you mean, who'd you fuck?",insult,"01:30:21,010",False
7,121,fucked,"I fucked all of 'em... Tommy, Salvy, your brother, all of 'em!",general_expletive,"01:30:23,250",False
7,122,fuckin,and everybody else on the fuckin' street.,general_expletive,"01:30:31,590",False
7,123,fuckin,Forget fuckin' with you!,insult,"01:30:38,200",False
7,124,fuckin,"His fuckin' cock's bigger than yours, too!",general_expletive,"01:30:44,200",False
7,125,fucked,"Ya fucked my wife, huh?!",general_expletive,"01:31:16,130",False
7,126,fuckin,I'll fuckin' kill ya!,general_expletive,"01:31:35,820",False
7,127,fuckin,Your mother sucks fuckin' big fuckin' elephant dicks.,general_expletive,"01:36:40,420",False
7,128,fuckin,Your mother sucks fuckin' big fuckin' elephant dicks.,general_expletive,"01:36:40,420",False
7,129,fuck,"Then fuck 'em, let 'em do what they're gonna do.",exclamation_shock,"01:53:54,860",False
7,130,fuckin,"I'll break you on one of my fuckin' farms, you son of a bitch!",insult,"01:54:17,550",False
7,131,fuck,- Do you hear me? - Go fuck yourself.,insult,"01:54:20,780",False
7,132,fuck,"Let that son of a bitch sit, fuck him!",insult,"01:54:41,500",False
7,133,Fuck,Fuck you!,insult,"01:54:45,840",False
7,134,Fuck,Fuck your mother!,general_expletive,"01:54:49,510",False
7,135,motherfucker,You motherfucker!,compound_expletive,"01:55:59,680",False
7,136,fuckin,you're so fuckin' stupid!,insult,"01:56:22,200",False
7,137,Fuck,- Funny. - Fuck you...,insult,"01:57:29,300",False
7,138,fuckin,"Yeah, ya fuckin' bum. Give me a break, come on.",general_expletive,"01:59:58,950",False
18,139,fucked,I'm sick and tired of gettin' fucked around by these people. That's why.,general_expletive,"00:40:10,250",False
18,140,Fucking,"Sí, gracias. [ English ] Fucking great.",general_expletive,"00:41:00,760",False
18,141,fucking,Stop fucking around. Shit!,exclamation_shock,"01:00:50,790",False
21,146,fucking,"There's 106 astronauts in the whole fucking world, and I'm one of them!",insult,"01:16:12,735",True
21,147,fucking,So fan-fucking-tastic!,intensifier,"01:24:10,254",True
22,142,Fucking,"Fucking A, Bubba.",general_expletive,"01:24:07,584",False
22,143,Fucking,"Fucking A, Bubba.",general_expletive,"01:45:59,645",False
22,144,fuck,"Dear Lord, please don't let me fuck up.",general_expletive,"01:49:29,354",False
22,145,fucking,Forget the fucking capsule!,general_expletive,"02:03:20,560",False
28,166,fucking,"Now, don't you get smart, nigger. Get your fucking hands off me.",insult,"00:38:51,913",False
28,167,fucking,"or I'll take your fucking stripes, boy.",general_expletive,"00:50:48,379",False
28,168,fucking,"If it was Hitler or that fucking Tojo, would you kill him?",insult,"01:31:19,015",False
28,169,fuck,Then why the fuck didn't you do something?,insult,"01:33:07,415",False
30,148,fucking,"Shut the fucking blinds, will you?",insult,"00:04:26,926",False
30,149,fuck,What the fuck is that on your head?,insult,"00:05:07,061",False
30,150,fucker,An unconscious oyster's just as horrible as the fucker wide awake...,general_expletive,"00:06:30,670",False
30,151,fucking,Now look at all this fucking mess!,general_expletive,"00:25:47,271",False
30,152,Fuck,- Fuck this! - They pulling out?,general_expletive,"00:28:31,184",False
30,153,fuck,Get the fuck out! Get out of here now!,general_expletive,"00:40:08,409",False
30,154,fucking,"The problem is, it's all in the wrong fucking place.",general_expletive,"00:49:36,517",False
30,155,Fuck,Fuck!,general_expletive,"01:08:17,821",False
30,156,fucking,I hope he's got a photo because I don't have any fucking film.,general_expletive,"01:08:51,354",False
30,157,Fuck,Fuck!,general_expletive,"01:09:55,853",False
30,158,fucking,...and I have got the fucking darkroom!,general_expletive,"01:11:14,598",False
30,159,fucking,"This fucking paper, I don't know.",general_expletive,"01:11:57,038",False
30,160,Fuck,"Oh, no. Fuck, it's fogging.",exclamation_shock,"01:12:45,886",False
30,161,Fuck,Fuck!,general_expletive,"01:13:26,028",False
30,162,fucking,"Man, this fucking room is killing me.",general_expletive,"01:13:33,669",False
30,163,Fuck,Fuck.,general_expletive,"01:13:45,414",False
30,164,fuck,- I didn't have any idea what... - The fuck you didn't!,insult,"01:51:00,524",False
30,165,fuck,The fuck you didn't.,insult,"01:51:05,161",False
32,170,fucking,Can't you see this is a fucking anti-Semitic film?,insult,"00:08:39,047",False
32,171,fucking,as the fucking warden and his torture room.,general_expletive,"00:16:33,062",False
32,172,Motherfucker,Motherfucker! Motherfucker!,compound_expletive,"00:44:33,115",False
32,173,Motherfucker,Motherfucker! Motherfucker!,compound_expletive,"00:44:33,115",False
32,174,Motherfucker,Motherfucker!,compound_expletive,"00:44:36,952",False
32,175,fucking,Listening to your fucking Nazi movie!,general_expletive,"00:44:47,129",False
32,176,motherfuck,You shit-face motherfuck.,compound_expletive,"01:32:56,808",False
32,177,fucking,"Talk, you fucking fag!",insult,"01:53:24,034",False
33,178,fucking,Especially that fucking Dominic.,general_expletive,"00:18:07,712",False
33,179,fucking,"If Marxie Heller is so fucking smart, how come he's so fucking dead?",intensifier,"00:57:24,150",False
33,180,fucking,"If Marxie Heller is so fucking smart, how come he's so fucking dead?",intensifier,"00:57:24,150",False
33,181,fucking,"- What are you, fucking nuts? - Charley, I'm the contractor.",insult,"01:32:50,524",False
33,182,fucking,- He's a fucking liar. - You want to hear the letter?,insult,"01:41:36,341",False
33,183,fucking,And I am part of the fucking sales cost.,general_expletive,"01:43:33,583",False
35,184,fuck,"What the fuck you doing, man?",insult,"00:14:13,956",False
35,185,fuck,"- Hey, man, how're you doing? - What the fuck?",insult,"00:20:17,219",False
35,186,fucking,I'll fucking kill you.,insult,"00:41:58,118",False
35,187,fucking,"I'm going to fucking do that to you, too, you asshole.",insult,"01:24:09,080",False
35,188,fucking,"Come on, you wrecked the fucking road.",insult,"01:24:28,533",False
35,189,Fuck,Fuck!,general_expletive,"01:39:32,035",False
35,190,fucking,"It's down, the fucking gun is down!",general_expletive,"01:42:53,203",False
35,191,fucked,"- You really fucked up now, you idiot! - Let her go.",insult,"01:42:55,005",False
36,198,fucking,MAN 1: For fucking ever.,general_expletive,"00:02:24,646",True
36,199,unfucked,Tell that dipshit to get unfucked.,general_expletive,"00:06:31,976",True
36,200,fuck,"Gardner, get your ass up the hill, you fat fuck!",insult,"00:06:57,210",True
36,201,fucking,You got some fucking red ants.,insult,"00:07:25,613",True
36,202,fucking,Blew a whole fucking platoon to pieces. Bad shit.,exclamation_shock,"00:11:41,994",True
36,203,fucking,"Guy's in three years, he thinks he's Jesus fucking Christ or something.",exclamation_shock,"00:12:44,640",True
36,204,fucking,How come we always get fucking ambush?,general_expletive,"00:13:35,357",True
36,205,motherfucker,"All right, motherfucker!",compound_expletive,"00:18:18,557",True
36,206,fucking,TEX: Blow the fucking claymorel,general_expletive,"00:21:09,686",True
36,207,fucking,My fucking arm! My fucking arm!,general_expletive,"00:21:46,223",True
36,208,fucking,My fucking arm! My fucking arm!,general_expletive,"00:21:46,223",True
36,209,fucking,"- Jesus fucking Christ! My arm! - Easy, Tex! Easy, boy!",exclamation_shock,"00:21:52,854",True
36,210,fuck,That dumb fuck didn't blow his claymorel,general_expletive,"00:22:16,044",True
36,211,fuck,You fuck up in a firefight,insult,"00:25:07,132",True
36,212,fucking,You don't sleep on no fucking ambush!,insult,"00:25:25,817",True
36,213,Motherfucker,Motherfucker!,compound_expletive,"00:27:27,647",True
36,214,Motherfucker,Motherfucker!,compound_expletive,"00:27:31,693",True
36,215,fucking,They always fucking with us! No letup.,exclamation_shock,"00:27:39,034",True
36,216,Fucking,"Politics, man. Fucking politics.",general_expletive,"00:27:43,121",True
36,217,motherfucker,"Thirty-nine and a wake-up, a pause for the cause, and I'm a gone motherfucker!",compound_expletive,"00:27:53,006",True
36,218,fuck,"Hey, Taylor. How in the fuck you get here anyway?",insult,"00:28:49,270",True
36,219,fucker,"You's a crazy fucker, giving up college.",insult,"00:29:08,748",True
36,220,fucked,the poor always being fucked over by the rich.,general_expletive,"00:29:35,233",True
36,221,Fuck,"Fuck that honky shit. Ought to give me some Motown jams, dig it?",exclamation_shock,"00:32:45,632",True
36,222,motherfucker,"Well, that is one sorry-ass motherfucker.",compound_expletive,"00:35:08,399",True
36,223,fucking,Just no fucking way.,exclamation_shock,"00:35:26,709",True
36,224,motherfuckers,The motherfuckers.,compound_expletive,"00:45:05,287",True
36,225,fuckheads,"Get out of there, you fuckheads! Move!",insult,"00:46:34,084",True
36,226,Fuck,Fuck. We got one.,general_expletive,"00:47:28,388",True
36,227,fuck,Get the fuck out of the hole! Move!,general_expletive,"00:47:35,020",True
36,228,fuck,"Get the fuck out of there. Let's go! Come on, motherfucker!",general_expletive,"00:47:36,772",True
36,229,motherfucker,"Get the fuck out of there. Let's go! Come on, motherfucker!",compound_expletive,"00:47:36,772",True
36,230,fucking,What about me? I'm sick of this fucking shit.,exclamation_shock,"00:47:44,571",True
36,231,motherfucker,"Come on, motherfucker, move!",compound_expletive,"00:47:46,615",True
36,232,fucker,"Watch this, fucker!",general_expletive,"00:47:49,284",True
36,233,Fuckers,"Fuckers don't want us here, man.",general_expletive,"00:47:50,994",True
36,234,fuck,"Who the fuck do you think they're fighting for, huh?",insult,"00:47:52,287",True
36,235,fucking,"Barnes, they got enough rice here to feed a whole fucking regiment.",general_expletive,"00:48:14,977",True
36,236,fuck,What the fuck's the matter with you? I wasn't gonna hurt you.,insult,"00:48:28,824",True
36,237,fucking,Look like I was gonna fucking hurt you?,insult,"00:48:31,994",True
36,238,fucking,"Why didn't you listen to me, huh? Why? Why didn't you fucking listen to me?",insult,"00:48:34,162",True
36,239,Fucking,Fucking stupid? You stupid asshole. Get the fuck up here!,insult,"00:48:38,125",True
36,240,fuck,Fucking stupid? You stupid asshole. Get the fuck up here!,insult,"00:48:38,125",True
36,241,motherfucker,"Come here, motherfucker. What are you smiling at?",compound_expletive,"00:48:42,588",True
36,242,fuck,"- Why the fuck didn't you listen to me? - Do him, man. Do him!",insult,"00:48:46,008",True
36,243,motherfucker,"You want something to smile at, motherfucker?",compound_expletive,"00:48:53,473",True
36,244,motherfucker,"Dance, motherfucker!",compound_expletive,"00:48:56,393",True
36,245,motherfucker,"CHRIS: Dance, motherfucker!",compound_expletive,"00:49:02,065",True
36,246,motherfucker,One-legged motherfucker!,compound_expletive,"00:49:08,697",True
36,247,Fucking,"Fucking pussy, man. He's laughing at you.",insult,"00:49:24,880",True
36,248,fucking,"Holy shit! You see that fucking head come apart, man?",insult,"00:50:05,587",True
36,249,fucking,"I bet you the old bitch runs the whole fucking show, man.",insult,"00:50:16,640",True
36,250,fucking,"Bunny, we leave now. Nobody saw a fucking thing!",general_expletive,"00:50:24,523",True
36,251,Fucking,"- You understand me, Taylor? - Fucking woman, man.",insult,"00:50:26,817",True
36,252,fucking,Not a fucking thing.,general_expletive,"00:50:27,943",True
36,253,fucking,"Come on, man, let's fucking do her, man. Let's do this whole fucking village!",insult,"00:50:29,111",True
36,254,fucking,"Come on, man, let's fucking do her, man. Let's do this whole fucking village!",insult,"00:50:29,111",True
36,255,fucking,What about the fucking rice and the weapons? Who are they for?,exclamation_shock,"00:51:33,633",True
36,256,fucker,"Waste the fucker, then see who talks.",general_expletive,"00:51:46,354",True
36,257,fucking,The boy doesn't fucking know anything.,general_expletive,"00:51:49,441",True
36,258,fuck,Enough! Shut the fuck up! Enough.,general_expletive,"00:52:19,095",True
36,259,fucking,Let's go for it! Let's do the whole fucking village!,general_expletive,"00:53:06,059",True
36,260,fuck,"Come on, Sarge! What the fuck are we waiting for?",exclamation_shock,"00:53:09,271",True
36,261,fuck,What the fuck do you think you're doing?,insult,"00:53:53,982",True
36,262,fucking,"BUNNY: Chief! Chief, tear his fucking head off!",insult,"00:54:11,666",True
36,263,fucking,"You're dead, Elias! I swear to fucking God, you're dead!",insult,"00:54:40,779",True
36,264,fucking,"This shit won't wash, you fucking puke!",insult,"00:54:48,620",True
36,265,fuck,"Lieutenant, why the fuck didn't you do something?",insult,"00:55:07,722",True
36,266,fuck,You know what the fuck I'm talking about!,insult,"00:55:13,186",True
36,267,fuck,"No, I don't. I don't know what the fuck you're talking about, Elias.",insult,"00:55:15,814",True
36,268,Fucker,"Fucker. You fucker, get out of here!",insult,"00:57:09,219",True
36,269,fucker,"Fucker. You fucker, get out of here!",insult,"00:57:09,219",True
36,270,fuck,Get the fuck off!,insult,"00:57:12,263",True
36,271,fucker,"You fucker! What is this, huh?",insult,"00:57:16,184",True
36,272,fuck,"What the fuck is your problem, Taylor? She's a fucking dink.",exclamation_shock,"00:57:25,235",True
36,273,fucking,"What the fuck is your problem, Taylor? She's a fucking dink.",exclamation_shock,"00:57:25,235",True
36,274,fucking,"She's a fucking human being, man!",general_expletive,"00:57:27,904",True
36,275,Fuck,"- Fuck you! - Go fuck a cherry, Taylor.",insult,"00:57:30,782",True
36,276,fuck,"- Fuck you! - Go fuck a cherry, Taylor.",insult,"00:57:30,782",True
36,277,Fucking,"Fucking animal! All of you, you're fucking animals!",insult,"00:57:34,369",True
36,278,fucking,"Fucking animal! All of you, you're fucking animals!",insult,"00:57:34,369",True
36,279,Fucking,Fucking lame fuck!,general_expletive,"00:57:38,206",True
36,280,fuck,Fucking lame fuck!,general_expletive,"00:57:38,206",True
36,281,fucking,"You don't fucking get it, do you, man?",insult,"00:57:43,169",True
36,282,fucking,You just don't fucking get it.,insult,"00:57:46,714",True
36,283,Fuck,"Fuck you, too, man.",insult,"00:57:58,476",True
36,284,fuck,You think these chucks give a fuck about you and me?,insult,"01:00:01,516",True
36,285,motherfucker,"And that Bunny, that motherfucker's crazy.",compound_expletive,"01:00:08,690",True
36,286,Fucking,"Yeah. Atta way, Sarge. Fucking Elias, man.",general_expletive,"01:01:22,096",True
36,287,fucking,"He's a fucking rat, that's what he is.",exclamation_shock,"01:01:25,892",True
36,288,fucking,"Hell, I got to paint myself white just to get me one of them fucking jobs.",insult,"01:04:13,768",True
36,289,fucker,I'm gonna get my big ass out of this fucker.,general_expletive,"01:04:19,440",True
36,290,fuck,What the fuck's going on?,exclamation_shock,"01:05:33,431",True
36,291,fucking,"They got RPGs man, it's an ambush! They were just fucking waiting for us here!",general_expletive,"01:05:35,182",True
36,292,fuck,CHRIS: Where the fuck's Lerner?,general_expletive,"01:06:10,968",True
36,293,fuck,Where the fuck is Red platoon?,general_expletive,"01:07:03,938",True
36,294,fuck,"Elias, what the fuck are you doing back here?",insult,"01:07:08,776",True
36,295,fucking,They cut us to fucking pieces!,general_expletive,"01:07:25,418",True
36,296,fucking,"Now, you go crying and rat fucking the brigade on your own time!",insult,"01:07:40,349",True
36,297,fuck,What the fuck coordinates you giving?,insult,"01:10:42,656",True
36,298,fucked,You wasted a lot of people up there with your fucked-up fire mission!,insult,"01:10:44,950",True
36,299,fucked,"Any one of them gets through, we are truly fucked.",insult,"01:11:25,491",True
36,300,fuckers,"- I got two of them fuckers, man. - I got one!",insult,"01:12:51,618",True
36,301,fuckers,You got two of them fuckers.,insult,"01:13:09,636",True
36,302,fuckers,We got three of them fuckers.,insult,"01:13:15,309",True
36,303,fuck,"Now, get your wounded man and get the fuck back to the church.",general_expletive,"01:13:19,730",True
36,304,fuck,"Medic, where the fuck are you?",insult,"01:15:29,276",True
36,305,Fuck,Fuck!,general_expletive,"01:19:17,212",True
36,306,fucker,I say we frag that fucker tonight.,general_expletive,"01:21:23,338",True
36,307,Fuck,Come on. Fuck the Military Justice! Are you joking me?,insult,"01:21:31,638",True
36,308,fucking,I know he's sitting up there drunk as a fucking monkey,general_expletive,"01:22:07,173",True
36,309,fucking,"Any way you cut it, Barnes is a fucking murderer.",insult,"01:22:16,308",True
36,310,motherfucker,You motherfucker!,compound_expletive,"01:25:37,717",True
36,311,fuck,"- Oh, fuck, come on. - Get him, Chris. Come on.",insult,"01:25:47,727",True
36,312,fucking,"Ten years, you'll climb the fucking walls, man.",insult,"01:26:01,157",True
36,313,motherfuckers,Caught those motherfuckers trying to pull some shit,compound_expletive,"01:28:05,281",True
36,314,fucking,says they had every fucking foxhole here fixed on it.,general_expletive,"01:28:14,290",True
36,315,fucking,I also heard we're in fucking Cambodia right now.,general_expletive,"01:28:26,177",True
36,316,fuck,- I just don't give a flying fuck any more. - Right.,general_expletive,"01:29:15,685",True
36,317,fucking,What a fucking bummer.,exclamation_shock,"01:29:33,995",True
36,318,fuck,"Now look, man. Don't fuck with me.",general_expletive,"01:31:15,680",True
36,319,fucking,"You got 10 minutes to make the last fucking chopper out of here, man,",insult,"01:31:28,067",True
36,320,fucked,"I'm pretty fucked up, Sarge!",general_expletive,"01:32:25,499",True
36,321,fucking,"And the next time I catch you spraying skeeter repellent on your fucking feet,",insult,"01:32:43,601",True
36,322,motherfucker,"Well, then court-martial me, motherfucker!",compound_expletive,"01:32:51,525",True
36,323,fucking,Bust my ass. Send me to fucking Long Binh!,general_expletive,"01:32:53,819",True
36,324,fucking,You do your fucking worst!,insult,"01:32:57,323",True
36,325,Fuck,"Fuck it! I'll walk! I'll fucking walk, man!",general_expletive,"01:33:23,516",True
